ES2820	187	187	161	163	113	115	153	153	212	216	252	254	104	104	123	131	177	189	161	161	200	202	135	137	246	248	179	179	116	116	162	162	244	244	224	226	178	178	144	144	267	267	335	339
ES2792	187	187	161	161	113	115	157	157	212	216	252	252	100	104	123	131	177	189	161	163	200	202	135	135	246	246	175	179	116	116	162	162	244	244	224	224	178	180	144	144	267	267	339	339
ES2816	187	187	161	161	113	113	153	157	212	216	254	254	100	100	123	131	185	189	161	163	200	202	135	137	246	248	175	175	116	116	162	162	244	244	224	224	178	180	144	150	267	267	339	339
ES2825	187	187	161	163	115	115	153	157	212	216	252	254	100	102	131	135	185	189	161	161	198	202	135	135	246	246	175	175	116	116	162	162	244	244	224	226	178	180	144	144	267	267	339	339
ES2826	187	187	161	163	113	115	153	157	212	212	252	254	100	104	123	135	177	185	161	163	198	200	135	135	0	0	175	175	116	116	162	162	238	244	224	224	178	178	144	144	267	267	339	339
ES2829	187	187	161	161	115	115	153	153	212	216	254	254	100	104	123	135	185	189	0	0	198	200	135	135	246	246	175	179	116	116	162	162	238	244	224	224	178	180	144	150	267	267	339	339
ES2811	187	187	161	163	113	115	153	153	212	216	252	254	100	100	123	123	177	189	161	163	200	200	135	137	0	0	175	175	116	116	162	162	238	244	224	226	178	178	144	144	267	285	339	339
ES2794	187	187	161	163	115	115	153	157	216	216	252	254	104	104	123	135	185	189	161	161	198	200	135	135	246	246	179	179	116	118	162	162	238	246	224	224	178	180	144	144	267	267	339	339
ES2774	187	187	161	163	113	115	153	157	212	216	252	254	100	104	123	131	177	185	161	161	200	202	135	135	246	246	175	179	116	118	162	162	244	244	224	226	178	178	144	144	267	267	339	339
ES2795	185	187	161	161	115	115	153	153	212	216	252	254	100	104	123	123	185	189	161	163	200	200	135	135	246	246	175	179	116	116	162	162	238	244	224	226	178	178	144	150	267	267	339	339
ES2832	187	187	161	161	115	115	153	159	212	216	254	254	102	104	123	123	185	185	161	163	200	200	135	137	0	0	179	179	116	118	162	162	238	244	224	226	178	178	144	144	267	267	339	339
ES2771	187	187	161	163	115	115	153	153	212	216	252	252	102	104	131	135	185	189	161	163	198	202	135	135	246	246	179	179	116	116	160	162	238	238	224	224	178	178	144	144	267	285	339	339
ES2813	187	187	161	161	113	115	153	159	212	212	254	254	102	104	131	131	177	189	161	161	202	202	137	137	248	248	175	175	116	116	160	162	238	238	224	226	178	178	144	150	267	267	339	339
ES2808	187	187	161	161	113	115	153	153	216	216	254	254	100	104	123	131	177	189	161	163	200	202	135	135	0	0	175	179	116	118	162	162	244	244	224	226	178	180	144	144	267	267	339	339
ES2806	185	187	161	163	115	115	153	153	216	216	254	254	100	102	123	131	185	185	161	161	200	202	137	137	248	248	175	179	116	116	162	162	238	244	224	226	178	178	144	150	267	285	335	335
ES2729	185	187	161	163	113	119	153	153	212	216	252	254	100	104	123	135	189	189	161	163	198	200	135	137	246	248	179	179	116	116	162	162	238	244	224	226	178	180	144	144	267	267	339	339
ES2714	187	187	161	161	115	115	153	153	216	216	252	254	104	104	131	135	185	185	161	161	198	202	135	137	246	248	175	179	116	118	162	162	238	244	224	226	178	180	144	144	267	267	339	339
ES2937	187	187	161	163	113	113	153	157	216	216	254	254	102	102	123	131	185	185	161	163	200	202	137	137	248	248	175	179	116	116	162	162	244	244	224	224	178	180	144	144	267	285	335	339
ES2576	187	187	161	161	115	115	153	157	212	216	252	252	100	102	131	131	177	185	161	161	202	202	135	137	246	248	175	179	116	116	162	162	238	244	226	226	178	180	144	144	267	285	339	339
ES2821	187	187	161	161	115	115	153	153	216	216	254	254	102	104	123	123	189	189	0	0	200	200	135	135	0	0	175	179	116	116	162	162	244	244	224	224	178	178	144	144	267	267	339	339
ES2532	187	187	163	163	115	119	153	157	212	216	252	252	100	104	123	123	185	185	161	163	200	200	137	137	246	248	179	179	116	116	162	162	244	244	224	226	178	178	144	144	267	267	339	339
ES2810	185	187	161	161	115	115	153	153	212	212	254	254	102	104	135	135	185	185	161	161	198	200	135	135	246	246	175	175	116	116	162	162	238	238	224	226	178	180	144	150	267	267	335	339
ES2783	187	187	161	161	113	115	157	157	216	216	252	252	100	104	131	131	177	185	161	163	202	202	135	135	246	246	175	179	116	116	162	162	238	244	224	224	178	178	144	150	267	267	339	339
ES2787	187	187	161	163	113	115	153	157	212	212	252	252	100	100	131	135	185	185	161	163	200	202	137	137	248	248	175	179	116	118	162	162	238	244	224	226	178	178	144	144	267	267	339	339
ES2757	187	187	161	161	113	115	153	157	212	216	254	254	102	104	123	135	177	185	163	163	198	200	135	137	246	248	175	175	116	116	160	162	244	246	224	226	178	178	144	144	267	267	339	339
ES2805	185	187	161	163	113	115	153	157	212	216	252	254	102	104	131	135	185	185	161	161	198	202	135	137	246	248	175	179	116	116	162	162	238	244	224	226	178	178	144	144	267	285	339	339
ES2715	187	187	161	161	113	115	153	153	212	212	252	252	102	104	131	135	177	189	161	163	198	202	135	135	246	246	179	179	116	116	162	162	238	244	224	224	178	178	0	0	267	285	339	339
ES2763	187	187	161	161	115	115	157	159	212	216	252	252	100	104	131	135	185	185	0	0	198	202	135	137	246	248	175	179	116	118	162	162	238	244	224	226	178	180	144	150	267	267	339	339
ES2775	187	187	161	163	113	115	153	157	212	216	252	254	100	104	131	135	177	189	163	163	200	202	135	135	0	0	175	175	116	116	162	162	238	244	224	226	178	178	144	144	267	267	339	339
ES2740	187	187	161	161	113	115	153	159	212	212	252	252	100	104	123	135	185	189	161	161	198	200	135	137	246	248	179	179	116	116	162	162	244	244	224	224	178	180	144	150	267	267	339	339
ES2735	185	187	161	163	115	115	153	153	212	216	252	252	102	104	135	135	177	177	161	163	198	198	137	137	248	248	175	179	116	116	162	162	244	244	224	224	178	178	144	144	267	267	339	339
ES2713	187	187	161	161	115	115	153	153	216	216	252	254	100	102	131	131	185	185	161	161	202	202	135	137	246	248	179	179	118	118	162	162	238	244	224	226	178	178	144	144	267	285	339	339
ES2730	187	187	163	163	115	115	153	153	212	212	252	252	100	102	123	131	189	189	161	161	200	202	135	137	246	248	179	179	116	116	162	162	238	246	224	224	178	178	144	144	267	285	339	339
ES2603	187	187	161	161	113	119	157	157	212	216	252	254	104	104	131	135	189	189	161	163	198	202	135	135	246	246	175	179	0	0	162	162	244	244	224	226	178	180	144	144	267	267	339	339
ES2756	187	187	161	163	113	115	153	157	216	216	252	252	100	104	123	135	185	189	161	163	198	200	137	137	248	248	179	179	116	116	162	162	238	244	224	224	178	178	144	150	267	285	339	339
ES2741	187	187	161	163	113	115	153	157	216	216	252	252	100	100	123	135	185	189	163	163	198	200	135	135	246	246	175	179	116	118	162	162	244	244	224	226	178	180	144	144	267	267	339	339
ES2585	187	187	161	163	115	115	157	157	212	216	252	254	100	102	131	135	185	189	163	163	198	202	135	135	246	246	179	179	116	116	162	162	244	244	224	224	178	178	0	0	267	267	335	339
ES2782	185	187	161	161	113	115	153	157	212	212	252	252	100	100	123	135	185	185	161	161	198	202	135	135	246	246	175	179	116	116	162	162	238	238	224	226	178	178	144	144	267	267	335	339
ES2581	187	187	161	163	113	115	153	157	216	216	252	254	100	100	123	135	177	185	161	161	200	200	135	135	246	246	175	175	116	116	162	162	244	244	224	226	178	178	0	0	267	267	339	339
ES2766	187	187	161	163	113	113	157	159	212	216	252	254	100	102	123	131	185	189	163	163	200	202	135	137	246	248	179	179	116	116	162	162	238	244	224	226	178	180	144	144	267	267	335	339
ES2719	187	187	161	161	115	115	153	153	212	216	252	252	102	102	131	131	177	189	161	163	202	202	135	137	246	248	179	179	116	118	162	162	238	244	224	226	178	178	144	144	267	267	339	339
ES2554	187	187	161	163	115	115	153	157	212	212	252	254	104	104	131	131	177	185	161	161	202	202	135	135	246	246	175	179	116	116	162	162	244	244	224	226	178	178	144	144	267	267	335	339
ES2551	187	187	161	163	115	115	153	153	212	216	252	252	104	104	123	135	185	189	161	161	198	200	135	137	246	248	179	179	0	0	160	162	238	244	224	226	178	178	144	144	267	267	339	339
ES2738	187	187	161	161	115	115	153	153	212	216	252	254	100	102	123	123	185	189	161	161	200	200	135	135	246	246	175	179	116	116	162	162	238	238	224	226	178	178	144	144	267	267	335	339
ES2593	185	187	161	163	115	115	153	153	212	212	252	254	100	104	123	131	185	189	161	163	200	202	135	137	246	248	175	175	116	116	162	162	244	244	224	224	178	178	144	150	267	267	339	339
ES2772	187	187	161	163	113	115	153	157	216	216	252	254	100	104	131	135	185	189	161	163	198	202	135	135	246	246	179	179	116	118	162	162	244	244	224	226	178	178	144	150	267	267	339	339
ES2557	187	187	161	161	115	115	157	157	212	216	252	254	104	104	131	135	177	189	161	161	198	202	135	137	246	248	175	179	116	116	162	162	238	238	224	226	178	180	144	150	267	267	339	339
ES2556	187	187	161	163	113	115	153	157	216	216	252	254	104	104	131	131	177	185	0	0	202	202	135	135	246	246	179	179	116	116	162	162	244	244	224	226	178	180	144	150	267	267	339	339
ES2589	187	187	163	163	115	115	153	157	212	216	254	254	100	104	123	135	185	185	161	161	198	200	135	135	246	246	179	179	116	116	162	162	244	244	224	224	178	178	144	144	267	267	335	339
ES2636	185	187	161	163	113	115	153	157	212	212	252	254	100	104	123	131	189	189	161	161	200	202	135	135	246	246	179	179	116	116	160	162	238	244	224	226	178	180	144	150	267	267	339	339
ES3037	187	187	163	163	115	115	157	157	212	216	252	254	102	102	123	131	189	189	161	163	200	202	135	135	246	248	175	179	116	116	162	162	238	238	226	226	178	180	144	144	267	285	339	339
ES3061	187	187	161	161	113	115	153	153	0	0	254	254	100	100	131	135	185	185	0	0	198	202	135	137	0	0	175	179	116	118	162	162	238	244	224	226	178	178	144	150	267	267	335	339
ES2910	187	187	161	163	113	115	153	157	216	216	252	252	104	104	135	135	185	185	0	0	198	198	135	135	246	246	179	179	116	116	162	162	238	238	226	226	178	178	144	144	267	267	339	339
ES2952	187	187	161	163	113	115	153	157	212	216	252	252	100	100	135	135	185	185	161	163	198	200	135	135	246	246	179	179	116	116	162	162	244	244	224	226	178	178	144	144	267	267	339	339
ES2927	187	187	161	161	113	113	153	157	216	216	254	254	102	104	123	135	177	185	161	163	198	200	135	135	0	0	179	179	116	118	162	162	244	244	226	226	178	178	144	150	267	267	335	339
ES2545	185	187	161	163	113	115	153	153	212	216	252	252	100	102	131	131	177	189	161	161	202	202	135	135	246	246	175	179	116	116	162	162	238	244	224	224	178	178	144	150	267	267	339	339
